"start_station_name","ride_count","rider_type"
"Public Rack - Kedzie Ave & Chicago Ave","9","casual"
"Scottsdale Park","9","member"
"Public Rack - Harlem & Palatine","9","casual"
"Public Rack - Karlov Ave & Lawrence Ave","9","member"
"Public Rack - Kildare Ave & North Ave","9","member"
"Public Rack - Houston Ave & 91st St","9","casual"
"Kildare Ave & 85th St (Kostner Ave & 87th St TEMPORARY)","9","member"
"Laramie Ave & Gladys Ave","8","casual"
"Public Rack - California Ave & Pershing Rd","8","member"
"Public Rack - Ottowa Ave & Touhy Ave","8","casual"
"Public Rack - Laramie Ave & Grand Ave","8","member"
"Public Rack - Sawyer Ave & Bryn Mawr Ave - SW","8","member"
"Public Rack - Odell & Talcott","8","member"
"Public Rack - Natoma Ave & 61st St","8","casual"
"Public Rack - Calumet Ave & 51st St","8","casual"
"Public Rack - Central & Leland","8","casual"
"Rhodes Ave & 71st St","8","member"
"Public Rack - Pullman - Planet Fitness","8","casual"
"Public Rack - Melvina Ave & Belmont Ave","8","casual"
"Public Rack - Milwaukee Ave & Warner Ave","8","casual"
"Public Rack - Milwaukee Ave & Leland Ave","8","casual"
"Public Rack - Spaulding Ave & Bryn Mawr Ave","8","casual"
"Public Rack - Norwood Park","8","member"
"Public Rack - Kedzie Ave & Chicago Ave","8","member"
"Avenue O & 134th St","8","member"
"Lasalle St & Washington St","8","member"
"Damen Ave & 81st St","8","member"
"Ada St & 113th Place","8","casual"
"Greenwood Ave & 91st St","8","casual"
"Public Rack - Melvina & Foster","8","member"
"Lawler Ave & 50th St","8","member"
"Public Rack - Pulaski Rd & Armitage Ave","8","casual"
"Public Rack - King Dr & 115th St","8","member"
"Public Rack - Wood St & 103rd St","7","casual"
"Throop St & 99th St","7","member"
"Public Rack - Fullerton Ave & Narragansett Ave","7","member"
"Kedzie Ave & 83rd St","7","member"
"Public Rack - Oak Park Ave & Foster Ave","7","member"
"Public Rack - Chappel Ave & 71st St","7","casual"
"Public Rack - Ashland Ave & 46th St","7","casual"
"Public Rack - Kimball & Ardmore","7","casual"
"Public Rack - Chase Ave & Touhy Ave - NE","7","casual"
"Public Rack - 63rd St and Nagle Ave","7","casual"
"Public Rack - California Ave & Devon Ave - NE","7","casual"
"Western Ave & 81st St","7","casual"
"Public Rack - Lorel Ave & Grand Ave","7","member"
"Public Rack - Narragansett Ave & Fullerton Ave","7","casual"
"Public Rack - Jeffrey Blvd & 71st St","7","member"
"Wood St & 84th St","7","member"
"Public Rack - Oglesby Ave & 95th St","7","member"
"Public Rack - Northwest Hwy & Neva Ave","7","casual"
"Mango Ave & Grand Ave","7","member"
"Milwaukee Ave & Wabansia Ave*","7","casual"
"Public Rack - Hiawatha & Mendota","7","casual"
"Public Rack - Lockwood Ave & Diversey Ave","7","casual"
"Public Rack - St Louis & Lincoln","7","casual"
"Public Rack - Hollywood Park","7","casual"
"Sacramento Ave & Linden Pl","7","casual"
"Public Rack - Kostner Ave & North Ave","7","casual"
"Public Rack - State ST & 42nd St","7","casual"
"Public Rack - Cottage Grove & 84th St","7","casual"
"Public Rack - Harlem & Palatine","7","member"
"Public Rack - Exchange Ave & 73rd Pl","7","member"
"Public Rack - N Narragansett Ave & Grand Ave","7","casual"
"Homewood Ave & 115th St","7","member"
"Public Rack - Hamlin Ave & Chicago Ave","7","member"
"Shields Ave & 57th St","7","casual"
"Public Rack - Ewing Ave & 99th St","7","member"
"Public Rack - Oketo & Talcott","7","casual"
"Public Rack - Norwood Park","7","casual"
"Public Rack - Jeffrey Blvd & 71st St","7","casual"
"Public Rack - Lafayette Ave & 95th St","7","member"
"Public Rack - Nordica & Archer","7","casual"
"Public Rack - Lynch & Elston","7","casual"
"Public Rack - Lowe Park","7","member"
"Public Rack - Lafayette Ave & 87th St - NW","7","member"
"Public Rack - Brandon Ave & 91st St","7","member"
"Public Rack - Homan Ave & Lake St","6","member"
"Public Rack - Pullman - Walmart","6","casual"
"Public Rack - Bryn Mawr Ave & Milwaukee Ave","6","casual"
"Public Rack - 111th St - Morgan Park Metra","6","casual"
"Public Rack - Langley Ave & 105th Pl","6","casual"
"Commercial Ave & 97th St","6","casual"
"Hastings St Depot LWS","6","casual"
"Public Rack - Calumet Ave & 51st St","6","member"
"Public Rack - Central Ave & North Ave","6","member"
"Public Rack - Central Ave & Pensacola Ave","6","casual"
"Public Rack - Central Park & Peterson","6","casual"
"Public Rack - Sayer & Northwest Hwy","6","casual"
"Public Rack - Milwaukee Ave & Addison St","6","member"
"Avenue O & 118th St","6","member"
"Public Rack - Chopin Park","6","casual"
"Public Rack - N. Oakview and W. Gregory St","6","casual"
"Public Rack - Christiana Ave & Bryn Mawr Ave","6","member"
"Public Rack - Christiana Ave & Lawrence Ave","6","casual"
"Public Rack - Ozark Ave & Addison St","6","casual"
"Public Rack - King Dr & Oakwood Blvd","6","casual"
"Springfield Ave & 80th St","6","member"
"Public Rack - Cicero Ave & Cortland St - midblock","6","member"
"Milwaukee Ave & Diversey Ave","6","casual"
"Public Rack - Ottowa Ave & Touhy Ave","6","member"
"Carpenter St & 63rd St","6","member"
"Public Rack - Commercial Ave & 89th St","6","member"
"Public Rack - Neenah & Dakin","6","casual"
"South Chicago Ave & Elliot Ave","6","member"
"Public Rack - Talman Ave & 51st St","6","member"
"Baltimore Ave & 133rd St","6","member"
"Rhodes Ave & 71st St","6","casual"
"Shields Ave & 57th St","6","member"
"Public Rack - Torrence Ave & 98th St","6","member"
"Public Rack - Milwaukee Ave & Leland Ave","6","member"
"Public Rack - Touhy Ave & Oconto Ave","6","member"
"Public Rack - Milwaukee Ave & Sunnyside Ave","6","casual"
"Public Rack - Oketo & Talcott","6","member"
"Public Rack - Ewing Ave & Indianapolis Ave","6","casual"
"Madison St & Wells St","6","member"
"Public Rack - Wentworth Ave & 103rd St","6","casual"
"Public Rack - Kedzie Ave & 64th St - SE","6","casual"
"Public Rack - Norwood Park Station ","6","member"
"Public Rack - Halsted St & 76th St","6","casual"
"Public Rack - Monticello & Lawrence","6","casual"
"Public Rack - Harlem & Summerdale","6","casual"
"Public Rack - Kedvale Ave & Avondale Ave","6","member"
"Public Rack - Laramie Ave & Fullerton Ave","6","casual"
"Public Rack - Northwest Hwy & Bryn Mawr","6","casual"
"Public Rack - Western Ave & 96th St","6","member"
"Public Rack - Independence Blvd & Roosevelt","6","member"
"Vincennes Ave & 107th St","6","member"
"Public Rack - Austin Ave & Roscoe St","6","casual"
"Kilbourn Ave & 49th St","6","member"
"Public Rack - Melvina Ave & Montrose Ave","6","casual"
"Franciso Ave & Bloomingdale Ave","6","casual"
"Public Rack - Pratt Ave & Odell Ave","6","member"
"Public Rack - Normal Blvd & 61st Pl","6","member"
"Public Rack - Martin Luther King Dr & 44th St","6","member"
"Public Rack - Montrose Ave & Lavergne Ave","5","casual"
"Public Rack - Forest Glen & Peterson","5","casual"
"Public Rack - Legler Regional Library","5","member"
"Public Rack - Whipple St & 63rd St","5","casual"
"Public Rack - Wentworth Ave & 79th St","5","member"
"Public Rack - Ashland Ave & 71st St","5","casual"
"Public Rack - Kedzie Ave & 58th St","5","member"
"Public Rack - Central Park Ave & Fillmore St","5","member"
"Public Rack - Laramine Ave & Winnemac Ave","5","member"
"Public Rack - Prairie Ave & Garfield Blvd S","5","member"
"Public Rack - Michigan Ave & 119th St","5","casual"
"Public Rack - Kedzie Ave & 54th St - SE","5","casual"
"Ada St & 113th Place","5","member"
"LaSalle St & Washington St Corral S","5","member"
"Public Rack - Central Ave & Corcoran Pl","5","member"
"Olive Harvey College","5","member"
"Public Rack - Central Ave & Corcoran Pl","5","casual"
"Public Rack - Imlay & Milwaukee","5","casual"
"Public Rack - Irving Park Rd & Austin Ave","5","casual"
"Public Rack - Central & Berteau","5","casual"
"Public Rack - Maryland Ave & 87th ST","5","member"
"Public Rack - Narragansett Ave & Fullerton Ave","5","member"
"Parnell Ave & 127th St","5","member"
"Public Rack - 63rd Pl & Narraganssett Ave","5","casual"
"Hamilton Park","5","member"
"Public Rack - 4810 Keeler Ave","5","member"
"Public Rack - Menard Ave & Grand Ave","5","casual"
"Public Rack - Jeffery Blvd & 83rd St","5","member"
"Madison St & Wells St","5","casual"
"Public Rack - Newcastle Ave & Belmont Ave","5","casual"
"Public Rack - Komensky Ave & 59th St","5","casual"
"Public Rack - Kildare Ave & Washignton Blvd","5","casual"
"Public Rack - Karlov Ave & Lawrence Ave","5","casual"
"Public Rack - Kostner & Peterson","5","member"
"Public Rack - Plainfield Ave & Irving Park Rd","5","casual"
"Public Rack - Avers & Granville","5","casual"
"Halsted St & 111th St","5","member"
"Public Rack - Rockwell & 111th St","5","casual"
"Public Rack - 85th Pl & Pulaski Rd","5","casual"
"Public Rack - Aida Food Market","5","member"
"Public Rack - Prairie Ave & Garfield Blvd S","5","casual"
"Public Rack - Eberhart Ave & 61st St","5","member"
"Public Rack - Eli Whitney Public School","5","member"
"Public Rack - Division St & Christiana Ave","5","member"
"Public Rack - Elston Ave & Gunnison St","5","casual"
"Public Rack - Emerald Ave & 45th St","5","casual"
"Greenwood Ave & 97th St","5","member"
"Public Rack - Yates Ave & 100th St","5","member"
"Public Rack - Division St & Christiana Ave","5","casual"
"Public Rack - Irving Park Rd & Parkside Ave","5","casual"
"Public Rack - Homan Ave & Lake St","5","casual"
"Public Rack - William J Onahan Public School","5","member"
"Public Rack - Milwaukee Ave & Sunnyside Ave","5","member"
"Public Rack - Neola & Northwest Hwy","5","casual"
"Public Rack - Linder Ave & 64th Pl","5","member"
"Public Rack - Exchange Ave & 73rd Pl","5","casual"
"Public Rack - Milwaukee Ave & Lawrence Ave","5","member"
"Public Rack - Nordica Ave & Addison St","5","casual"
"Public Rack - Waller Ave & Chicago Ave","5","member"
"Public Rack - Leader & Caldwell","5","member"
"Public Rack - Milwaukee Ave & Waveland Ave","5","casual"
"Public Rack - Ford City Mall","5","member"
"Mozart St & 79th St","5","member"
"Public Rack - Sayer & Northwest Hwy","5","member"
"Public Rack - Laramie Ave & Grand Ave","4","casual"
"Public Rack - Laramine Ave & Winnemac Ave","4","casual"
"Public Rack - Legler Regional Library","4","casual"
"Public Rack - Linder Ave & Belmont Ave","4","casual"
"Public Rack - Midway Orange Line","4","member"
"Public Rack - Montrose Ave & Lavergne Ave","4","member"
"Public Rack - Mulligan & Northwest Hwy","4","member"
"Public Rack - Kostner Ave & Wrightwood Ave","4","member"
"Public Rack - Nina Ave & Avondale Ave","4","member"
"Public Rack - Nordica Ave & Higgins Ave","4","member"
"Public Rack - Parkside & 63rd","4","casual"
"Public Rack - Parkside & Elston","4","member"
"Public Rack - Penn Elementary School / KIPP Ascend Middle School","4","casual"
"Public Rack - Pulaski & 74th","4","member"
"Public Rack - Pulaski & 84th","4","member"
"Public Rack - Pulaski & Rosemont","4","casual"
"Public Rack - Pulaski Rd & Lake St","4","casual"
"Public Rack - Pullman Community Center","4","casual"
"Public Rack - Rockwell Ave & 71st St","4","member"
"Public Rack - Kolin Ave & Archer Ave","4","casual"
"Public Rack - Kingston Ave & 75th St","4","member"
"Public Rack - Springfield & 79th","4","casual"
"Public Rack - Talman Ave & Pershing Rd","4","member"
"Public Rack - Throop St & 58th St","4","casual"
"Public Rack - Wabash Ave & 87th St","4","casual"
"Public Rack - Wentworth Park","4","casual"
"Public Rack - Western Ave & 118th St","4","member"
"Public Rack - William J Onahan Public School","4","casual"
"Public Rack - Kedzie Ave & Archer Ave","4","member"
"Public Rack - Kedzie Ave & Archer Ave","4","casual"
"Public Rack - Kedzie Ave & 58th St","4","casual"
"Public Rack - Irving Park Rd & Melvina Ave","4","casual"
"Public Rack - Independence Blvd & Roosevelt","4","casual"
"Public Rack - Houston Ave & 131st St","4","casual"
"Aberdeen St & 103rd St","4","member"
"Public Rack - Hiawatha Ave & Minnehaha Ave","4","casual"
"Public Rack - Hiawatha & Mendota","4","member"
"Public Rack - Harper Ave & 63rd St","4","member"
"Public Rack - Hamlin Ave & Madison St","4","casual"
"Public Rack - Halsted St & 63rd St","4","casual"
"Public Rack - Ewing Ave & 107th St","4","member"
"Public Rack - Elston Ave & Kenneth Ave","4","casual"
"Public Rack - Elston Ave & Gunnison St","4","member"
"Public Rack - Damen Ave & 47th St","4","member"
"Public Rack - Cottage Grove Ave & 92nd St","4","member"
"Public Rack - Cottage Grove Ave & 92nd St","4","casual"
"Public Rack - Cicero Ave & Wrightwood Ave","4","member"
"Public Rack - Cicero Ave & Cortland St - midblock","4","casual"
"Public Rack - Christiana Ave & Bryn Mawr Ave","4","casual"
"Public Rack - Chase Ave & Touhy Ave - NW","4","member"
"Public Rack - Central Park Ave & Fulton Blvd","4","member"
"Public Rack - Central Park Ave & Fulton Blvd","4","casual"
"Public Rack - Central Park & Bryn Mawr","4","casual"
"Public Rack - Canfield & Victoria","4","casual"
"Public Rack - California Ave & Devon Ave - NW","4","casual"
"Torrence Ave & 106th St","4","member"
"Torrence Ave & 126th Pl","4","member"
"Public Rack - Avers & Granville","4","member"
"Public Rack - Austin Ave & Wrightwood Ave","4","member"
"Public Rack - Ashland Ave & 71st St","4","member"
"Public Rack - Ashland Ave & 63rd St","4","member"
"Public Rack - Al Raby School","4","member"
"Michigan Ave & 114th St","4","member"
"Michigan Ave & 113th St","4","member"
"Michigan Ave & 108th St","4","member"
"Menard Ave & North Ave","4","member"
"Major Taylor Trail & 124th St","4","member"
"Major Taylor Trail & 111th St","4","member"
"Wentworth Ave & 104th St","4","casual"
"Wentworth Ave & 104th St","4","member"
"Lavergne Ave & 44th St","4","member"
"Hubbard St Depot","4","casual"
"Homan Ave & 65th St","4","member"
"Halsted St & 93rd St","4","member"
"Francisco Ave & 85th St","4","member"
"Altgeld Gardens","4","member"
"Public Rack - Lawndale Ave & Polk St","3","member"
"Public Rack - Cottage Grove Ave & 89th Pl","3","member"
"Kedzie Ave & 104th St","3","member"
"Public Rack - Cicero Ave & Roscoe St","3","member"
"Public Rack - Harper Ave & 63rd St","3","casual"
"Public Rack - Oketo & Northwest Hwy","3","member"
"Public Rack - Lemont Ave & Keating Ave","3","member"
"Public Rack - St Louis Ave & Flournoy St","3","member"
"Public Rack - Michigan Ave & 96th St","3","casual"
"Public Rack - Halsted St & 95th St - SE","3","casual"
"Public Rack - Kostner & Bryn Mawr","3","member"
"Public Rack - Sawyer Ave & Chicago Ave","3","member"
"Public Rack - Troy & 71st","3","member"
"Homan Ave & 77th St","3","member"
"Public Rack - Eli Whitney Public School","3","casual"
"Public Rack - Imlay & Milwaukee","3","member"
"Public Rack - Halsted St & 80th St","3","casual"
"Public Rack - Octavia Ave & Touhy Ave","3","casual"
"Public Rack - Fullerton Ave & Lavergne Ave","3","member"
"Public Rack - 2302 S Pulaski Rd","3","member"
"Public Rack - Kostner & Peterson","3","casual"
"Public Rack - King Dr & 71st St","3","casual"
"Public Rack - Menard Ave & Dakin St - midblock","3","member"
"Public Rack - Menard Ave & Belmont Ave","3","member"
"Public Rack - Menard Ave & Agusta Blvd","3","member"
"Public Rack - California Ave & Pershing Rd","3","casual"
"Public Rack - Langley Ave & 79th St","3","member"
"Public Rack - Northwest Hwy & Bryn Mawr","3","member"
"Steelworkers Park (Updated)","3","member"
"Public Rack - Austin Ave & Roscoe St","3","member"
"Public Rack - Melvina Ave & Belmont Ave","3","member"
"Public Rack - Normandy Ave & Archer Ave","3","member"
"Public Rack - Komensky Ave & 63rd St","3","casual"
"Public Rack - McVicker Ave & Grand Ave","3","member"
"Public Rack - Pulaski Rd & 65th St","3","casual"
"Public Rack - Hamilton Ave & 95th St","3","member"
"Public Rack - Walden Pkwy & 99th St","3","casual"
"Public Rack - Lawndale Ave & 23rd St","3","member"
"Public Rack - Richard Daley College","3","member"
"Public Rack - Central Park Ave & Fillmore St","3","casual"
"Public Rack - Exchange Ave & 131st St","3","member"
"Public Rack - Nina Ave & Avondale Ave","3","casual"
"S Michigan Ave & E 118th St","3","member"
"Public Rack - Green St & 103rd St","3","casual"
"Public Rack - Harlem and W. 59th","3","member"
"Public Rack - California & 71st","3","member"
"Public Rack - Cicero Ave & Altgeld St","3","member"
"Public Rack - Martin Luther King Dr & 69th St","3","casual"
"Eggleston Ave & 92nd St","3","member"
"Public Rack - Hoyne Ave & 110th Pl","3","casual"
"Public Rack - Kingston Ave & 75th St","3","casual"
"Public Rack - Ashland Ave & 46th St","3","member"
"Public Rack - Foster Ave & Drake Ave","3","member"
"Lavergne Ave & 46th St","3","member"
"Public Rack - Hiawatha Park","3","member"
"Public Rack - Homan & 79th","3","member"
"Public Rack - Pulaski & 52nd","3","member"
"Public Rack - Marquette Rd & 67th St","3","casual"
"Public Rack - Brooks Park","3","member"
"Public Rack - Halsted St & 95th St - SW","3","member"
"Public Rack - Ford City Mall","3","casual"
"Public Rack - Neva Ave & Grand Ave","3","member"
"Public Rack - Kedzie Ave & 64th St - SE","3","member"
"Public Rack - Kedzie Ave & 64th St - SW","3","casual"
"Public Rack - Harlem & Summerdale","3","member"
"Public Rack - Houston Ave & 130th St","3","member"
"Public Rack - Linder Ave & Archer Ave","3","casual"
"Public Rack - 63rd Pl & Narraganssett Ave","3","member"
"Public Rack - Racine Ave & 74th St","3","casual"
"Public Rack - Devon Ave & Central Ave","3","member"
"Public Rack - Loomis Blvd & 47th St","3","member"
"Public Rack - Mackinaw Ave & 108th St","3","casual"
"Public Rack - Neva & Foster","3","casual"
"Lasalle St & Washington St","3","casual"
"Public Rack - Neola & Northwest Hwy","3","member"
"MTV Hubbard St","3","member"
"Public Rack - Ewing Ave & 95th St","3","member"
"Public Rack - Forrestville Ave & 47th St","3","member"
"Public Rack - Halsted St & 41st St","3","casual"
"Public Rack - 63rd & Western Ave N","3","member"
"Public Rack - Langley Ave & 105th Pl","3","member"
"Public Rack - Chase Ave & Touhy Ave - NW","3","casual"
"Public Rack - Bishop St & 46th St","3","member"
"Public Rack - Kedvale Ave & Peterson Ave","3","member"
"Public Rack - Damen Ave & 47th St","3","casual"
"Public Rack - Ozanam Ave & Devon Ave","3","member"
"Public Rack - Central Ave & George St","3","member"
"Public Rack - N Narragansett Ave & Grand Ave","3","member"
"Public Rack - Strohacker Park","3","member"
"Public Rack - Cumberland & Catherine","3","member"
"Public Rack - Western Ave & 116th St","3","member"
"Public Rack - Bensley Ave & 103rd St","3","member"
"Public Rack - Avers Ave & Ogden Ave","3","member"
"Public Rack - Bell Ave & 95th St","3","member"
"Public Rack - Kenton & Lawrence","3","casual"
"Public Rack - Halsted St & 95th St - SW","3","casual"
"Public Rack - Central & Prescott","3","member"
"Public Rack - Central & Prescott","3","casual"
"Public Rack - Osceola Ave & Touhy Ave","3","member"
"Public Rack - Wrightwood Metra Station","3","casual"
"Public Rack - Pulaski Rd & 65th St","3","member"
"Public Rack - Chase Ave & Touhy Ave - NE","3","member"
"Public Rack - Jeffery Blvd & 83rd St","3","casual"
"Public Rack - Baltimore Ave & 132nd St","3","member"
"Woodlawn & 103rd","3","member"
"Public Rack - Minnehaha Ave & Devon Ave","3","casual"
"Public Rack - Halsted St & 95th St - SE","3","member"
"Public Rack - S Menard & W 63rd","3","member"
"Public Rack - Nagle Ave & Belmont Ave","2","casual"
"Public Rack - Lafayette Ave & 119th St","2","casual"
"Public Rack - N Sayre Ave & W Belden Ave","2","member"
"Public Rack - Elston Ave & Kenneth Ave","2","member"
"Public Rack - Sacramento & 71st","2","member"
"Public Rack - S. New England/ W. 65th","2","member"
"Public Rack - Lafayette Ave & 87th St SW","2","member"
"Public Rack - Mobile Ave & Archer Ave","2","member"
"Public Rack - Tuley (Murray) Park","2","member"
"Public Rack - Laflin St & 79th St","2","member"
"Public Rack - Laflin St &51st ST","2","member"
"Public Rack - Canfield & Victoria","2","member"
"Public Rack - Lake Shore Dr & Hayes Dr","2","member"
"Public Rack - Lamon Ave & Archer Ave","2","member"
"Public Rack - S Menard & W 63rd","2","casual"
"Public Rack - Michigan Ave & 119th St","2","member"
"S Wentworth Ave & W 111th St","2","member"
"Public Rack - Calumet Ave & 103rd St","2","member"
"Public Rack - Eberhart Ave & 61st St","2","casual"
"Hamlin Ave & 62nd Pl","2","member"
"Public Rack - California Ave & Touhy Ave - NW","2","member"
"Public Rack - California Ave & Touhy Ave - midblock","2","member"
"Public Rack - Roswell B. Mason Elementary School","2","member"
"Halsted St & 123rd St","2","member"
"Public Rack - Western Ave & 111th St - SW","2","casual"
"Public Rack - Melvina Ave & Montrose Ave","2","member"
"Public Rack - Lynch & Elston","2","member"
"Public Rack - East End Ave & 75th St","2","member"
"Public Rack - Homan Ave & 111th St","2","casual"
"Public Rack - Tripp Ave & North Ave","2","casual"
"Public Rack - Torrence Ave & 98th St","2","casual"
"Public Rack - Mason Ave & Roosevelt Rd","2","member"
"Public Rack - Laramie Ave & Fullerton Ave","2","member"
"Public Rack - Mason Ave & Roosevelt Rd","2","casual"
"Public Rack - California & 87th","2","member"
"Public Rack - Mason Ave & Milwaukee Ave","2","casual"
"Public Rack - California & 82nd","2","member"
"Public Rack - Burnside Academy","2","member"
"Eggleston Ave & 115th St","2","member"
"Public Rack - Martin Luther King Dr & 44th St","2","casual"
"Public Rack - Buffalo Ave & 89th St","2","casual"
"Public Rack - Buffalo Ave & 133rd St","2","member"
"Eberhart Ave & 131st St","2","member"
"Public Rack - Rhodes Ave & 79th St","2","casual"
"Public Rack - Racine Ave & 74th St","2","member"
"Public Rack - Maplewood Ave & 63rd St","2","member"
"Public Rack - Devon Ave & Kinzua Ave","2","member"
"Public Rack - Mackinaw Ave & 108th St","2","member"
"Public Rack - Kedzie Ave & 63rd St","2","member"
"Public Rack - Kedzie Ave & 61st Pl W","2","member"
"Public Rack - Kedzie Ave & 61st Pl W","2","casual"
"Public Rack - Kedzie Ave & Arthington St","2","casual"
"Public Rack - Kedzie Ave & Arthington St","2","member"
"Public Rack - Kedzie Ave & Pershing Rd","2","casual"
"Public Rack - Torrence Ave & 103rd St","2","casual"
"Public Rack - Racine Ave & 109th Pl","2","casual"
"Public Rack - Halsted St & 41st St","2","member"
"Public Rack - Kedzie & 71st","2","member"
"Public Rack - Kedzie & 103rd St - W","2","casual"
"Public Rack - Damen & 81st","2","casual"
"Public Rack - Kedvale Ave & Avondale Ave","2","casual"
"Public Rack - Pulaski Rd & Stevens Ave","2","member"
"Public Rack - Keeler Ave & 26th St","2","casual"
"Public Rack - Kedvale Ave & 63rd St E","2","member"
"Public Rack - Cumberland & Catherine","2","casual"
"Public Rack - Karlov Ave & 26th St","2","casual"
"Public Rack - Western Ave & 105th St","2","casual"
"Public Rack - Baltimore Ave & 134th St","2","member"
"Public Rack - Wrightwood Metra Station","2","member"
"Public Rack - Wood St & 47th St","2","member"
"Public Rack - Wood St & 47th St","2","casual"
"Public Rack - Wood St & 103rd St","2","member"
"Public Rack - Wolcott Ave & 61st St","2","casual"
"Public Rack - Irving Park Rd & Parkside Ave","2","member"
"Public Rack - Talman Ave & Pershing Rd","2","casual"
"Public Rack - Halsted St & 102nd St","2","casual"
"Public Rack - Pulaski Rd & Roosevelt Rd","2","casual"
"Public Rack - Hoyne Ave & 51st St","2","member"
"Public Rack - Hale Ave & 111th St","2","casual"
"Public Rack - Linder Ave & Belmont Ave","2","member"
"Public Rack - Linder Ave & Archer Ave","2","member"
"Public Rack - Western Ave & 96th St","2","casual"
"Public Rack - Western & 83rd","2","member"
"Public Rack - Hoyne Ave & 110th Pl","2","member"
"Public Rack - Avenue J & 112th St","2","casual"
"Public Rack - Stony Island & 95th St","2","member"
"Public Rack - Avenue J & 106th St","2","member"
"Public Rack - Cottage Grove & 85th St","2","member"
"Public Rack - Western & 79th","2","casual"
"Public Rack - Stony Island & 95th St","2","casual"
"Public Rack - Higgins Ave & Neva Ave","2","member"
"Public Rack - Cornell Ave & 87th Pl","2","casual"
"Public Rack - Austin Ave & Wellington Ave","2","casual"
"Public Rack - Austin Ave & Archer Ave","2","member"
"Public Rack - Western Ave & 110th St","2","member"
"Public Rack - West Chatham Park","2","member"
"Public Rack - Austin & 62nd","2","member"
"Public Rack - Stony Island & 87th St","2","member"
"Public Rack - Stony Is Ave & 73rd St","2","member"
"Public Rack - Ashland Ave & 76th St","2","member"
"Public Rack - Ashland Ave & 76th St","2","casual"
"Public Rack - Langley Ave & 87th St","2","member"
"Public Rack - Colfax Ave & 83rd St","2","casual"
"Avenue L & 114th St","2","casual"
"Public Rack - Clyde Ave & 87th St","2","member"
"Public Rack - Ashland Ave & 63rd St","2","casual"
"Public Rack - Claremont Ave & 71st St","2","member"
"Public Rack - Forrestville Ave & 47th St","2","casual"
"Public Rack - State St & 47th st","2","member"
"Public Rack - Artesian & 71st","2","member"
"Public Rack - Albany Ave & 63rd St","2","member"
"Public Rack - Cicero Ave & Roscoe St","2","casual"
"Public Rack - Wentworth Park","2","member"
"Public Rack - Wentworth Ave & 103rd St","2","member"
"Public Rack - Kildare Ave & Washignton Blvd","2","member"
"Public Rack - Ada St & 119th St","2","casual"
"Public Rack - 85th Pl & Pulaski Rd","2","member"
"Public Rack - Pulaski Rd & 15th St","2","member"
"Public Rack - 63rd St and Natoma Ave","2","member"
"Public Rack - 63rd St and Natoma Ave","2","casual"
"Public Rack - 63rd St and Nagle Ave","2","member"
"Public Rack - Cicero & Rosemont","2","member"
"Public Rack - 63rd St & Meade Ave","2","member"
"Public Rack - St Louis & 83rd","2","casual"
"Public Rack - 61st St & Melvina Ave","2","member"
"Public Rack - Cicero & Rosemont","2","casual"
"Public Rack - 56th St & Mulligan Ave","2","casual"
"Public Rack - Cicero & 64th","2","member"
"Public Rack - Fairfield Ave & 63rd St","2","member"
"Public Rack - Prairie Ave & 85th St","2","member"
"Public Rack - Prairie Ave & 78th St","2","member"
"Public Rack - Springfield & 79th","2","member"
"Public Rack - Plainfield Ave & Irving Park Rd","2","member"
"Public Rack - Waller Ave & Chicago Ave","2","casual"
"Public Rack - 10101 S Stony Island Ave","2","member"
"Public Rack - Walden Pkwy & 99th St","2","member"
"Plainfield & Irving Park","2","casual"
"Public Rack - Peterson Ave & Milwaukee Ave","2","casual"
"Public Rack - Kostner Ave & 16th St","2","casual"
"Public Rack - Peterson Ave & Drake Ave","2","casual"
"Public Rack - Peoria St & 60th St","2","member"
"Public Rack - Wabash Ave & 87th St","2","member"
"Public Rack - W. Talcott & N. Oriole","2","member"
"Public Rack - Hamlin Ave & Madison St","2","member"
"Public Rack - Homan Ave & Roosevelt","2","member"
"Public Rack - Chopin Park","2","member"
"Public Rack - Homan Ave & Roosevelt","2","casual"
"Public Rack - Leoti Ave & Central Ave (south)","2","member"
"Public Rack - Ozman & Talcott","2","member"
"Public Rack - Ozman & Talcott","2","casual"
"Public Rack - Ozanam Ave & Devon Ave","2","casual"
"Public Rack - Overhill Ave & Touhy Ave","2","member"
"Public Rack - Lawndale Ave & Roosevelt","2","casual"
"Public Rack - Orville T Bright School","2","member"
"Public Rack - Lawndale Ave & Polk St","2","casual"
"Public Rack - Sayre Ave & 59th St","2","member"
"Public Rack - Oketo & Northwest Hwy","2","casual"
"Public Rack - Ingleside Ave & 79th St","2","member"
"Public Rack - Oakley & 79th Pl","2","member"
"Public Rack - Loomis Blvd & 47th St","2","casual"
"Public Rack - Northwest Hwy & Raven St","2","casual"
"Public Rack - Indiana Ave & 111th St","2","member"
"Public Rack - Western Ave & 118th St","2","casual"
"Public Rack - Leoti Ave & Central Ave (north)","2","member"
"State St & 123rd St","2","member"
"State St & 127th St","2","member"
"Public Rack - Central Park Ave & 16th St","2","member"
"Public Rack - Newland Ave & Diversey Ave","2","casual"
"Public Rack - Sawyer Ave & 111th St","2","member"
"Public Rack - Central Park & Bryn Mawr","2","member"
"Public Rack - Newcastle Ave & Belden Ave","2","member"
"Public Rack - Emil G Hirch Metropolitan High School","2","member"
"Public Rack - Newcastle & Archer","2","member"
